county_name,fips,state_name,lat,lng
Eau Claire,55035,Wisconsin,44.7268,-91.286
Highlands,12055,Florida,27.3433,-81.341
Franklin,29071,Missouri,38.4111,-91.075
Columbiana,39029,Ohio,40.7684,-80.7772
Allen,39003,Ohio,40.7715,-84.1058
Walworth,55127,Wisconsin,42.6685,-88.5419
Etowah,01055,Alabama,34.0453,-86.0348
Tompkins,36109,New York,42.452,-76.4736
Fond du Lac,55039,Wisconsin,43.7536,-88.4883
Woodbury,19193,Iowa,42.3897,-96.0448
Cecil,24015,Maryland,39.5712,-75.9407
Wicomico,24045,Maryland,38.3733,-75.6208
Craven,37049,North Carolina,35.1249,-77.0939
Adams,42001,Pennsylvania,39.8715,-77.2179
Carver,27019,Minnesota,44.8208,-93.8026
Platte,29165,Missouri,39.3803,-94.7738
Daviess,21059,Kentucky,37.7318,-87.0873
Flathead,30029,Montana,48.2951,-114.0497
Nevada,06057,California,39.3014,-120.7685
Roanoke,51770,Virginia,37.2785,-79.958
Fairbanks North Star,02090,Alaska,64.8078,-146.5654
Putnam,36079,New York,41.4267,-73.7495
Garland,05051,Arkansas,34.5767,-93.1504
Lenawee,26091,Michigan,41.8951,-84.0664
Laramie,56021,Wyoming,41.307,-104.6895
Montgomery,51121,Virginia,37.1743,-80.3872
Lafourche,22057,Louisiana,29.5662,-90.4258
Ashtabula,39007,Ohio,41.7075,-80.7483
Madison,47113,Tennessee,35.6081,-88.8385
Floyd,13115,Georgia,34.2632,-85.2143
Moore,37125,North Carolina,35.3106,-79.4814
Cleveland,37045,North Carolina,35.3341,-81.5555
Rockwall,48397,Texas,32.8977,-96.4078
Sevier,47155,Tennessee,35.7846,-83.5242
Dubuque,19061,Iowa,42.4688,-90.8825
Story,19169,Iowa,42.0362,-93.465
Steuben,36101,New York,42.2678,-77.3838
Sutter,06101,California,39.0346,-121.6948
Marshall,01095,Alabama,34.367,-86.3066
Grant,53025,Washington,47.2057,-119.4518
Portsmouth,51740,Virginia,36.8468,-76.354
Burleigh,38015,North Dakota,46.9775,-100.4687
Limestone,01083,Alabama,34.8101,-86.9814
Sherburne,27141,Minnesota,45.4439,-93.7746
Cabell,54011,West Virginia,38.4203,-82.2417
Hunt,48231,Texas,33.1236,-96.0855
Nash,37127,North Carolina,35.9673,-77.9864
Geauga,39055,Ohio,41.4996,-81.1786
Roanoke,51161,Virginia,37.2693,-80.068
Pottawattamie,19155,Iowa,41.3366,-95.5423
Bowie,48037,Texas,33.4458,-94.4234
Cape May,34009,New Jersey,39.149,-74.8002
Campbell,21037,Kentucky,38.9465,-84.3795
Lauderdale,01077,Alabama,34.9014,-87.654
Tuscarawas,39157,Ohio,40.4409,-81.4738
Lancaster,45057,South Carolina,34.6867,-80.7054
Grand Traverse,26055,Michigan,44.6688,-85.5605
Victoria,48469,Texas,28.7964,-96.9715
Franklin,53021,Washington,46.5347,-118.8989
Maury,47119,Tennessee,35.6169,-87.077
Northumberland,42097,Pennsylvania,40.852,-76.7093
Calvert,24009,Maryland,38.5434,-76.5687
Walton,13297,Georgia,33.7816,-83.7339
Rogers,40131,Oklahoma,36.3716,-95.6044
Benton,41003,Oregon,44.4918,-123.4293
Rockingham,37157,North Carolina,36.396,-79.775
Madison,21151,Kentucky,37.7202,-84.278
Wayne,36117,New York,43.1566,-77.0294
Suffolk,51800,Virginia,36.6953,-76.6398
Burke,37023,North Carolina,35.7496,-81.7048
Grafton,33009,New Hampshire,43.9406,-71.8208
Rockdale,13247,Georgia,33.6542,-84.0266
Dougherty,13095,Georgia,31.5335,-84.2164
St. Croix,55109,Wisconsin,45.0341,-92.4528
Ozaukee,55089,Wisconsin,43.384,-87.9509
Buchanan,29021,Missouri,39.6598,-94.8059
Lapeer,26087,Michigan,43.0901,-83.2218
St. Clair,01115,Alabama,33.7157,-86.3146
Dodge,55027,Wisconsin,43.4163,-88.7075
Orangeburg,45075,South Carolina,33.439,-80.8003
Angelina,48005,Texas,31.2548,-94.6119
Mendocino,06045,California,39.4402,-123.3915
Dallas,19049,Iowa,41.6849,-94.0398
Lawrence,42073,Pennsylvania,40.9912,-80.3347
Frederick,51069,Virginia,39.2046,-78.2625
Josephine,41033,Oregon,42.3655,-123.5555
Muskingum,39119,Ohio,39.9654,-81.9444
Bannock,16005,Idaho,42.6685,-112.2246
Crawford,42039,Pennsylvania,41.6847,-80.1063
Christian,29043,Missouri,36.9696,-93.1889
Lee,28081,Mississippi,34.2899,-88.6804
Indiana,42063,Pennsylvania,40.6521,-79.0875
Wood,54107,West Virginia,39.2112,-81.515
Chemung,36015,New York,42.1413,-76.76
Twin Falls,16083,Idaho,42.356,-114.6672
Jefferson,55055,Wisconsin,43.0208,-88.7759
Bastrop,48021,Texas,30.1036,-97.312
Glynn,13127,Georgia,31.2309,-81.5407
Orange,48361,Texas,30.1213,-93.8939
Liberty,48291,Texas,30.1516,-94.8122
Midland,26111,Michigan,43.6468,-84.3881
St. Landry,22097,Louisiana,30.5988,-92.0059
Nassau,12089,Florida,30.6106,-81.8016
Polk,41053,Oregon,44.9035,-123.4132
Lincoln,37109,North Carolina,35.4856,-81.2235
Island,53029,Washington,48.163,-122.5481
Cullman,01043,Alabama,34.1319,-86.8676
Newport,44005,Rhode Island,41.5564,-71.2368
Bartholomew,18005,Indiana,39.206,-85.8976
Howard,18067,Indiana,40.4836,-86.117
Caldwell,37027,North Carolina,35.953,-81.5464
Payne,40119,Oklahoma,36.0773,-96.9756
Cascade,30013,Montana,47.308,-111.347
Wilson,37195,North Carolina,35.7051,-77.9187
Elmore,01051,Alabama,32.5966,-86.1492
Henderson,48213,Texas,32.2119,-95.8536
Leavenworth,20103,Kansas,39.1993,-95.038
Clinton,36019,New York,44.7462,-73.6782
Lynchburg,51680,Virginia,37.4003,-79.1909
Talladega,01121,Alabama,33.3801,-86.1659
Natrona,56025,Wyoming,42.9621,-106.7985
Rockingham,51165,Virginia,38.512,-78.8758
Bullitt,21029,Kentucky,37.9701,-85.6959
Clearfield,42033,Pennsylvania,41.0002,-78.4741
Manitowoc,55071,Wisconsin,44.1199,-87.8097
Kosciusko,18085,Indiana,41.2441,-85.8607
Barrow,13013,Georgia,33.9932,-83.7127
Wagoner,40145,Oklahoma,35.9611,-95.5212
White,05145,Arkansas,35.2563,-91.7455
Cape Girardeau,29031,Missouri,37.384,-89.6845
Clinton,26037,Michigan,42.9437,-84.6015
Bedford,51019,Virginia,37.3152,-79.5242
Lewis,53041,Washington,46.5778,-122.3927
Vermilion,17183,Illinois,40.1834,-87.7328
Oconee,45073,South Carolina,34.7534,-83.0658
Putnam,47141,Tennessee,36.1408,-85.4952
Cayuga,36011,New York,42.9175,-76.5545
Floyd,18043,Indiana,38.3189,-85.9068
Umatilla,41059,Oregon,45.5919,-118.7368
Cattaraugus,36009,New York,42.2486,-78.6789
Ross,39141,Ohio,39.3376,-83.057
Cole,29051,Missouri,38.5054,-92.2816
Yuba,06115,California,39.269,-121.3513
Lauderdale,28075,Mississippi,32.4043,-88.6625
Chelan,53007,Washington,47.8692,-120.619
Bulloch,13031,Georgia,32.3968,-81.7432
Anderson,47001,Tennessee,36.1185,-84.1985
Cheshire,33005,New Hampshire,42.9194,-72.2512
Scioto,39145,Ohio,38.804,-82.9928
Valencia,35061,New Mexico,34.7155,-106.809
Hancock,39063,Ohio,41.0019,-83.6665
Monroe,12087,Florida,25.3156,-81.1106
Clallam,53009,Washington,48.0493,-123.928
Van Buren,26159,Michigan,42.2513,-86.0189
Coryell,48099,Texas,31.3909,-97.7992
Raleigh,54081,West Virginia,37.7714,-81.2486
Forrest,28035,Mississippi,31.1889,-89.2579
Hancock,18059,Indiana,39.8236,-85.7733
Sullivan,36105,New York,41.7164,-74.7681
Augusta,51015,Virginia,38.1644,-79.1338
Riley,20161,Kansas,39.2966,-96.7352
James City,51095,Virginia,37.3288,-76.7788
Erie,39043,Ohio,41.3632,-82.6192
Somerset,42111,Pennsylvania,39.9725,-79.0283
Putnam,12107,Florida,29.6087,-81.7443
Wood,55141,Wisconsin,44.4553,-90.0416
Grays Harbor,53027,Washington,47.1503,-123.7735
Lonoke,05085,Arkansas,34.7542,-91.8888
McKinley,35031,New Mexico,35.5807,-108.2618
Walker,48471,Texas,30.739,-95.5723
Pottawatomie,40125,Oklahoma,35.2066,-96.9484
Surry,37171,North Carolina,36.4148,-80.6881
Iberia,22045,Louisiana,29.8965,-91.73
Kauai,15007,Hawaii,22.0396,-159.5963
Apache,04001,Arizona,35.3955,-109.4888
Allegany,24001,Maryland,39.6215,-78.6976
Creek,40037,Oklahoma,35.9026,-96.3708
Christian,21047,Kentucky,36.8942,-87.4905
Chatham,37037,North Carolina,35.7026,-79.2553
DeKalb,01049,Alabama,34.4598,-85.8041
Madison,36053,New York,42.9128,-75.6696
Isabella,26073,Michigan,43.6406,-84.8468
Portage,55097,Wisconsin,44.476,-89.5014
Franklin,25011,Massachusetts,42.5831,-72.5918
Greenwood,45047,South Carolina,34.1538,-82.1259
Robertson,47147,Tennessee,36.5255,-86.8706
Lea,35025,New Mexico,32.7921,-103.4125
Grand Forks,38035,North Dakota,47.9219,-97.4569
Columbia,12023,Florida,30.2242,-82.6215
Morgan,18109,Indiana,39.4816,-86.4462
Troup,13285,Georgia,33.0335,-85.0284
Fauquier,51061,Virginia,38.7386,-77.8092
Jefferson,05069,Arkansas,34.2688,-91.9315
Carteret,37031,North Carolina,34.8357,-76.6589
Walker,13295,Georgia,34.7356,-85.301
Greene,47059,Tennessee,36.1753,-82.8458
Ward,38101,North Dakota,48.2217,-101.5418
Muskogee,40101,Oklahoma,35.6161,-95.3795
Wilkes,37193,North Carolina,36.2063,-81.1634
Jones,28067,Mississippi,31.6226,-89.1688
Shiawassee,26155,Michigan,42.9537,-84.1467
Walton,12131,Florida,30.6436,-86.1697
Belmont,39013,Ohio,40.0158,-80.9885
York,51199,Virginia,37.2432,-76.5636
Harrison,54033,West Virginia,39.2835,-80.3799
Broomfield,08014,Colorado,39.9541,-105.0527
Jackson,13157,Georgia,34.1339,-83.5664
Aroostook,23003,Maine,46.6589,-68.5989
Lewis and Clark,30049,Montana,47.1224,-112.3904
Tooele,49045,Utah,40.4488,-113.1311
Williamson,17199,Illinois,37.7303,-88.9299
Darlington,45031,South Carolina,34.3325,-79.9577
San Patricio,48409,Texas,28.0091,-97.5186
Klamath,41035,Oregon,42.6864,-121.6502
Laurens,45059,South Carolina,34.4836,-82.0059
Blue Earth,27013,Minnesota,44.0346,-94.067
Catoosa,13047,Georgia,34.9036,-85.1382
Butler,20015,Kansas,37.7812,-96.839
Marquette,26103,Michigan,46.4314,-87.6416
St. Francois,29187,Missouri,37.8102,-90.4722
Rutherford,37161,North Carolina,35.4026,-81.9198
Harrison,48203,Texas,32.5481,-94.3715
Grant,18053,Indiana,40.5158,-85.6547
Jefferson,39081,Ohio,40.385,-80.761
Franklin,37069,North Carolina,36.0828,-78.2857
Wayne,18177,Indiana,39.8644,-85.0098
Wise,48497,Texas,33.2159,-97.6545
Rice,27131,Minnesota,44.3543,-93.2967
Otero,35035,New Mexico,32.6132,-105.7415
Adams,17001,Illinois,39.9879,-91.1885
Oldham,21185,Kentucky,38.3994,-85.4483
Athens,39009,Ohio,39.3339,-82.0452
Armstrong,42005,Pennsylvania,40.8123,-79.4645
Columbia,42037,Pennsylvania,41.0487,-76.4052
Boone,18011,Indiana,40.0508,-86.4687
Nacogdoches,48347,Texas,31.616,-94.6159
Spalding,13255,Georgia,33.2609,-84.2841
Marion,39101,Ohio,40.5872,-83.1609
McCracken,21145,Kentucky,37.054,-88.7127
Chaves,35005,New Mexico,33.3633,-104.4669
Kershaw,45055,South Carolina,34.3388,-80.5902
Pulaski,21199,Kentucky,37.1039,-84.5773
Ionia,26067,Michigan,42.9451,-85.0746
Warren,36113,New York,43.561,-73.846
Crow Wing,27035,Minnesota,46.4824,-94.0709
Lake,06033,California,39.0996,-122.7532
Hamblen,47063,Tennessee,36.2171,-83.2667
Walker,01127,Alabama,33.8033,-87.2973
Starr,48427,Texas,26.5621,-98.7387
Sauk,55111,Wisconsin,43.4267,-89.9482
Tehama,06103,California,40.1256,-122.2341
Chippewa,55017,Wisconsin,45.0694,-91.2798
Carbon,42025,Pennsylvania,40.9182,-75.7088
Mason,53045,Washington,47.3484,-123.1927
Pope,05115,Arkansas,35.4476,-93.0342
Coos,41011,Oregon,43.1742,-124.0594
Livingston,36051,New York,42.7281,-77.7755
Clay,27027,Minnesota,46.8924,-96.4907
Montcalm,26117,Michigan,43.311,-85.1525
Sampson,37163,North Carolina,34.9915,-78.3714
Salem,34033,New Jersey,39.5876,-75.3491
Reno,20155,Kansas,37.953,-98.086
Crawford,05033,Arkansas,35.5885,-94.2429
Acadia,22001,Louisiana,30.2905,-92.412
Warrick,18173,Indiana,38.0922,-87.2721
Herkimer,36043,New York,43.4197,-74.9625
Lamar,28073,Mississippi,31.206,-89.5087
Georgetown,45043,South Carolina,33.4343,-79.3323
Garfield,40047,Oklahoma,36.3791,-97.7827
Washington,36115,New York,43.3137,-73.4308
Stanly,37167,North Carolina,35.312,-80.251
Knox,39083,Ohio,40.3988,-82.4215
Tipton,47167,Tennessee,35.4969,-89.7592
Liberty,13179,Georgia,31.8281,-81.4947
Hall,31079,Nebraska,40.8726,-98.5022
Pittsylvania,51143,Virginia,36.8213,-79.3971
Haywood,37087,North Carolina,35.556,-82.9822
Bradford,42015,Pennsylvania,41.7887,-76.5154
Belknap,33001,New Hampshire,43.5179,-71.4227
St. Joseph,26149,Michigan,41.9144,-85.5278
Barry,26015,Michigan,42.595,-85.309
Lee,37105,North Carolina,35.4752,-79.1715
Effingham,13103,Georgia,32.3673,-81.3413
Washington,39167,Ohio,39.4553,-81.4953
Pender,37141,North Carolina,34.5248,-77.9051
San Benito,06069,California,36.6057,-121.075
Columbia,36021,New York,42.2501,-73.6318
Walla Walla,53071,Washington,46.2298,-118.4784
Laurel,21125,Kentucky,37.1107,-84.1178
Lawrence,39087,Ohio,38.5984,-82.5368
Otsego,36077,New York,42.6338,-75.0326
Mercer,54055,West Virginia,37.4055,-81.1114
Vermilion,22113,Louisiana,29.8465,-92.3238
Pike,21195,Kentucky,37.4691,-82.3958
Granville,37077,North Carolina,36.3041,-78.6527
Cumberland,47035,Tennessee,35.9504,-84.9984
Lowndes,28087,Mississippi,33.4729,-88.4433
Garfield,08045,Colorado,39.5993,-107.904
Sandusky,39143,Ohio,41.3563,-83.1462
Duplin,37061,North Carolina,34.9365,-77.933
Rutland,50021,Vermont,43.5801,-73.0366
Kenai Peninsula,02122,Alaska,60.2654,-151.5652
Washington,50023,Vermont,44.2734,-72.6149
Huron,39077,Ohio,41.1462,-82.5984
Hood,48221,Texas,32.43,-97.8323
Otter Tail,27111,Minnesota,46.4088,-95.708
Newton,29145,Missouri,36.9055,-94.3393
Maverick,48323,Texas,28.7425,-100.3145
Jackson,17077,Illinois,37.7851,-89.3821
Russell,01113,Alabama,32.2884,-85.1849
Anderson,48001,Texas,31.8133,-95.6525
Genesee,36037,New York,43.0009,-78.1938
Pickaway,39129,Ohio,39.6419,-83.0244
Eddy,35015,New Mexico,32.4715,-104.3043
Blount,01009,Alabama,33.9809,-86.5674
Oxford,23017,Maine,44.4999,-70.7566
Gordon,13129,Georgia,34.5032,-84.8759
Columbia,55021,Wisconsin,43.4666,-89.3337
Cherokee,45021,South Carolina,35.0481,-81.6205
Lincoln,46083,South Dakota,43.2789,-96.7218
Hardin,48199,Texas,30.3324,-94.3902
Lenoir,37107,North Carolina,35.2388,-77.6412
Union,39159,Ohio,40.2994,-83.3716
Hawkins,47073,Tennessee,36.4412,-82.9447
Putnam,54079,West Virginia,38.5086,-81.909
Jefferson,54037,West Virginia,39.3076,-77.8628
Lincoln,29113,Missouri,39.058,-90.9601
Carter,47019,Tennessee,36.2928,-82.1275
Marion,54049,West Virginia,39.51,-80.2434
Franklin,51067,Virginia,36.992,-79.8811
Columbus,37047,North Carolina,34.2656,-78.655
Whiteside,17195,Illinois,41.7562,-89.9141
La Plata,08067,Colorado,37.2866,-107.8433
Pike,42103,Pennsylvania,41.332,-75.0338
Autauga,01001,Alabama,32.5349,-86.6427
Seneca,39147,Ohio,41.1239,-83.1277
Chisago,27025,Minnesota,45.5025,-92.9083
Windsor,50027,Vermont,43.58,-72.5862
Campbell,51031,Virginia,37.2053,-79.0966
Pearl River,28109,Mississippi,30.7688,-89.5896
Coffee,47031,Tennessee,35.4906,-86.0748
Taney,29213,Missouri,36.6548,-93.0411
Van Zandt,48467,Texas,32.5637,-95.8365
Grady,40051,Oklahoma,35.0169,-97.8841
Watauga,37189,North Carolina,36.2311,-81.6964
Carson City,32510,Nevada,39.1512,-119.7474
Colbert,01033,Alabama,34.7005,-87.8049
Saline,20169,Kansas,38.7838,-97.65
Eagle,08037,Colorado,39.6278,-106.6954
Scott,21209,Kentucky,38.2915,-84.5839
Hancock,23009,Maine,44.6642,-68.3586
Lyon,32019,Nevada,39.0203,-119.1891
Washington,51191,Virginia,36.7244,-81.9598
Tuolumne,06109,California,38.0276,-119.9548
Hoke,37093,North Carolina,35.0175,-79.2373
Box Elder,49003,Utah,41.521,-113.0821
Rusk,48401,Texas,32.1077,-94.7619
St. Martin,22099,Louisiana,30.1291,-91.6083
Johnson,29101,Missouri,38.7441,-93.8064
Jefferson,47089,Tennessee,36.051,-83.4463
Fulton,36035,New York,43.1138,-74.4222
Lafayette,28071,Mississippi,34.3567,-89.4849
Gila,04007,Arizona,33.7997,-110.8117
Boone,17007,Illinois,42.3231,-88.8234
Ashland,39005,Ohio,40.846,-82.2707
Harrisonburg,51660,Virginia,38.4361,-78.8735
Camden,13039,Georgia,30.9306,-81.67
Roane,47145,Tennessee,35.8479,-84.5232
McMinn,47107,Tennessee,35.4248,-84.6175
Jessamine,21113,Kentucky,37.8721,-84.5809
Tuscola,26157,Michigan,43.4645,-83.4169
St. Charles,22089,Louisiana,29.9055,-90.3582
Dickson,47043,Tennessee,36.149,-87.3567
Edgecombe,37065,North Carolina,35.9129,-77.5971
Pulaski,29169,Missouri,37.8246,-92.2076
Loudon,47105,Tennessee,35.7348,-84.3118
Elko,32007,Nevada,41.1458,-115.3577
Cherokee,48073,Texas,31.837,-95.1652
Washington,40147,Oklahoma,36.7152,-95.9044
Jackson,01071,Alabama,34.7795,-85.9994
Kerr,48265,Texas,30.0615,-99.35
Waller,48473,Texas,30.0108,-95.9877
Venango,42121,Pennsylvania,41.401,-79.758
Worcester,24047,Maryland,38.2128,-75.334
Grant,55043,Wisconsin,42.8675,-90.7062
Coffee,01031,Alabama,31.4027,-85.9882
Cass,26027,Michigan,41.9154,-85.9935
Darke,39037,Ohio,40.1333,-84.6194
Wayne,42127,Pennsylvania,41.6487,-75.3033
Columbia,41009,Oregon,45.9438,-123.0883
Coles,17029,Illinois,39.5203,-88.2218
Henry,51089,Virginia,36.6828,-79.874
Waupaca,55135,Wisconsin,44.4705,-88.9648
Iron,49021,Utah,37.8592,-113.2895
Halifax,37083,North Carolina,36.2575,-77.6517
Culpeper,51047,Virginia,38.486,-77.9558
Ogle,17141,Illinois,42.0426,-89.3207
St. Mary,22101,Louisiana,29.7047,-91.4432
Winona,27169,Minnesota,43.9869,-91.7792
Grundy,17063,Illinois,41.2851,-88.4185
Franklin,21073,Kentucky,38.2392,-84.8771
Somerset,23025,Maine,45.5139,-69.9589
Knox,17095,Illinois,40.9318,-90.2132
Franklin,36033,New York,44.5929,-74.3038
Warren,19181,Iowa,41.3344,-93.5614
Medina,48325,Texas,29.3557,-99.1102
Le Flore,40079,Oklahoma,34.9003,-94.7034
Calumet,55015,Wisconsin,44.0816,-88.2181
Curry,35009,New Mexico,34.5742,-103.347
Vernon,22115,Louisiana,31.1083,-93.1842
Queen Anne's,24035,Maryland,39.068,-76.0203
Lamar,48277,Texas,33.6673,-95.5712
Atascosa,48013,Texas,28.8935,-98.5272
Oktibbeha,28105,Mississippi,33.425,-88.8793
Dearborn,18029,Indiana,39.1452,-84.9732
Montgomery,36057,New York,42.9023,-74.4397
Dale,01045,Alabama,31.4318,-85.611
Henry,17073,Illinois,41.3531,-90.1314
Whitman,53075,Washington,46.9012,-117.523
Gibson,47053,Tennessee,35.9966,-88.9326
Buffalo,31019,Nebraska,40.8552,-99.075
Wilson,48493,Texas,29.174,-98.0866
Franklin,50011,Vermont,44.8575,-72.912
Navarro,48349,Texas,32.0469,-96.4725
Val Verde,48465,Texas,29.8929,-101.1517
Polk,48373,Texas,30.7927,-94.83
Bristol,44001,Rhode Island,41.7173,-71.284
Shelby,39149,Ohio,40.3316,-84.2048
Tioga,36107,New York,42.1703,-76.3063
Crittenden,05035,Arkansas,35.2079,-90.3089
Cherokee,40021,Oklahoma,35.9067,-94.9997
Lincoln,41041,Oregon,44.642,-123.8682
Newaygo,26123,Michigan,43.5542,-85.8009
Bedford,42009,Pennsylvania,40.0065,-78.4903
Carter,40019,Oklahoma,34.2509,-97.2858
Bedford,47003,Tennessee,35.5138,-86.4589
Henry,18065,Indiana,39.9311,-85.3964
Carroll,33003,New Hampshire,43.8738,-71.2031
Douglas,32005,Nevada,38.9122,-119.6164
Jackson,12063,Florida,30.7954,-85.2155
Chenango,36017,New York,42.4935,-75.6116
Cortland,36023,New York,42.595,-76.0703
Boyd,21019,Kentucky,38.3596,-82.6878
Noble,18113,Indiana,41.3986,-85.4175
Greene,36039,New York,42.2765,-74.1227
Campbell,56005,Wyoming,44.2482,-105.5482
Laurens,13175,Georgia,32.4637,-82.9222
Shelby,21211,Kentucky,38.2155,-85.1948
Fremont,08043,Colorado,38.473,-105.4397
Lincoln,22061,Louisiana,32.6016,-92.6648
Osage,40113,Oklahoma,36.6292,-96.3985
Beaufort,37013,North Carolina,35.494,-76.8598
Charlottesville,51540,Virginia,38.0375,-78.4855
Hancock,28045,Mississippi,30.416,-89.4885
Clinton,19045,Iowa,41.898,-90.532
Allegany,36003,New York,42.2574,-78.0276
Logan,40083,Oklahoma,35.9193,-97.4433
Burnet,48053,Texas,30.7883,-98.1824
Warren,28149,Mississippi,32.3573,-90.852
Santa Cruz,04023,Arizona,31.5259,-110.8465
Marshall,18099,Indiana,41.3248,-86.2618
Bryan,40013,Oklahoma,33.9623,-96.2598
Washington,22117,Louisiana,30.8533,-90.0405
Beltrami,27007,Minnesota,47.9738,-94.9377
Mifflin,42087,Pennsylvania,40.6104,-77.617
St. Bernard,22087,Louisiana,29.8693,-89.5552
Goodhue,27049,Minnesota,44.4097,-92.7229
Monroe,47123,Tennessee,35.4427,-84.2527
Washington,28151,Mississippi,33.2838,-90.9475
Perry,42099,Pennsylvania,40.3984,-77.2623
Chesterfield,45025,South Carolina,34.6398,-80.1587
Gadsden,12039,Florida,30.5795,-84.6136
Kittitas,53037,Washington,47.1244,-120.6799
Bingham,16011,Idaho,43.2166,-112.3981
Henderson,21101,Kentucky,37.7958,-87.573
Stokes,37169,North Carolina,36.4019,-80.2395
Monroe,55081,Wisconsin,43.9457,-90.6178
Hillsdale,26059,Michigan,41.8878,-84.5929
Auglaize,39011,Ohio,40.5609,-84.2217
Nelson,21179,Kentucky,37.8052,-85.466
Lawrence,18093,Indiana,38.8412,-86.4835
Calaveras,06009,California,38.2046,-120.5541
Colquitt,13071,Georgia,31.1884,-83.7688
Camden,29029,Missouri,38.027,-92.766
Macoupin,17117,Illinois,39.261,-89.9245
Huntingdon,42061,Pennsylvania,40.417,-77.9812
Hopkins,21107,Kentucky,37.3088,-87.5408
Logan,39091,Ohio,40.3885,-83.7658
Barron,55005,Wisconsin,45.4237,-91.8483
McDowell,37111,North Carolina,35.6817,-82.0493
Itasca,27061,Minnesota,47.5095,-93.632
Baldwin,13009,Georgia,33.0692,-83.2496
Union,42119,Pennsylvania,40.963,-77.0622
Stephenson,17177,Illinois,42.3518,-89.6623
Richmond,37153,North Carolina,35.0059,-79.7478
Delaware,36025,New York,42.1981,-74.9665
Greene,05055,Arkansas,36.1176,-90.559
Callaway,29027,Missouri,38.8355,-91.926
Dunn,55033,Wisconsin,44.9466,-91.8964
Stevens,53065,Washington,48.3991,-117.8552
Thomas,13275,Georgia,30.8638,-83.9193
Phelps,29161,Missouri,37.8772,-91.7923
Habersham,13137,Georgia,34.631,-83.5311
Vance,37181,North Carolina,36.3649,-78.4079
Shelby,18145,Indiana,39.5237,-85.7917
Kay,40071,Oklahoma,36.818,-97.1439
Nye,32023,Nevada,38.0423,-116.4719
Wood,48499,Texas,32.7864,-95.3821
Pittsburg,40121,Oklahoma,34.9239,-95.7484
Madison,39097,Ohio,39.894,-83.4002
Chilton,01021,Alabama,32.8479,-86.7188
Suwannee,12121,Florida,30.1956,-82.9915
Jackson,18071,Indiana,38.9064,-86.0375
Holmes,39075,Ohio,40.5612,-81.9293
Barren,21009,Kentucky,36.9656,-85.9337
Jefferson,42065,Pennsylvania,41.1282,-78.9994
Kendall,48259,Texas,29.9447,-98.7116
Stephens,40137,Oklahoma,34.4856,-97.8515
Bonner,16017,Idaho,48.3,-116.6011
Fayette,54019,West Virginia,38.0288,-81.0812
Miller,05091,Arkansas,33.3121,-93.8916
Brown,39015,Ohio,38.934,-83.8674
Sweetwater,56037,Wyoming,41.6595,-108.8796
Branch,26023,Michigan,41.9161,-85.059
Siskiyou,06093,California,41.5927,-122.5404
Polk,55095,Wisconsin,45.4614,-92.4414
Lawrence,47099,Tennessee,35.2173,-87.3956
Douglas,55031,Wisconsin,46.4329,-91.9162
Mecosta,26107,Michigan,43.6408,-85.3246
St. John the Baptist,22095,Louisiana,30.1265,-90.4709
Shenandoah,51171,Virginia,38.8583,-78.5708
Sullivan,33019,New Hampshire,43.3614,-72.2222
Coffee,13069,Georgia,31.5493,-82.8492
Highland,39071,Ohio,39.1847,-83.601
Jackson,37099,North Carolina,35.2875,-83.1408
DeKalb,18033,Indiana,41.3976,-84.9991
Muscatine,19139,Iowa,41.4839,-91.1127
Kandiyohi,27067,Minnesota,45.1524,-95.0047
Cerro Gordo,19033,Iowa,43.0816,-93.2608
Windham,50025,Vermont,42.9906,-72.7138
Butler,29023,Missouri,36.7164,-90.4066
Dubois,18037,Indiana,38.3643,-86.8798
Ravalli,30081,Montana,46.0817,-114.1207
Delaware,40041,Oklahoma,36.4082,-94.8026
Pettis,29159,Missouri,38.7283,-93.2851
Davie,37059,North Carolina,35.9291,-80.5445
Fulton,39051,Ohio,41.6018,-84.1301
Caldwell,48055,Texas,29.8371,-97.62
Ohio,54069,West Virginia,40.0969,-80.6189
Mississippi,05093,Arkansas,35.7638,-90.0542
Douglas,53017,Washington,47.7361,-119.6918
Pierce,55093,Wisconsin,44.7194,-92.4224
Clinton,39027,Ohio,39.415,-83.8084
Polk,13233,Georgia,34.0018,-85.1881
Okanogan,53047,Washington,48.5488,-119.7408
Erath,48143,Texas,32.2363,-98.2179
Crawford,39033,Ohio,40.8508,-82.9198
Franklin,47051,Tennessee,35.155,-86.0922
Sequoyah,40135,Oklahoma,35.4954,-94.7552
Montrose,08085,Colorado,38.4022,-108.2693
Tazewell,51185,Virginia,37.125,-81.5606
Wharton,48481,Texas,29.2779,-96.2221
Baxter,05005,Arkansas,36.2872,-92.337
McKean,42083,Pennsylvania,41.8077,-78.569
Chambers,48071,Texas,29.7386,-94.611
Sanilac,26151,Michigan,43.4236,-82.8201
Manassas,51683,Virginia,38.7479,-77.4839
Okeechobee,12093,Florida,27.3864,-80.8886
Summit,49043,Utah,40.8682,-110.9557
Preble,39135,Ohio,39.7415,-84.648
Danville,51590,Virginia,36.5831,-79.4087
Mayes,40097,Oklahoma,36.3019,-95.2308
Upshur,48459,Texas,32.7363,-94.9415
Jim Wells,48249,Texas,27.7314,-98.0899
Susquehanna,42115,Pennsylvania,41.8214,-75.8007
